-77.42086,-8.933278
-85.2230744,12.9316668
-88.6458421,15.0312765
107.869749,25.983202
-57.0505991,-23.3525184
125.4704601,7.0708519
121.0092101,14.5514305
120.246992,31.982984
112.804754,23.597098
47.4392352,-19.3836846
105.298756,34.014215
-34.8277651,-7.8815605
10.0561255,59.0762558
116.013047,23.477539
177.14511,-7.24562
101.738528,26.497765
7.3732655,5.1215877
31.8410083,31.5033912
103.8390162,-5.0402647
38.6792665,55.7562751
115.16736,-8.665118
20.874871,37.7881713
-8.635246,38.4305306
14.3701585,60.1368081
124.798851,10.2515803
10.4897546,59.4269733
-49.8699589,-22.9798639
-8.662365,41.5113285
55.2455558,-21.0945791
-12.9176518,9.1261664
116.158066,40.079784
-57.2875097,-25.408157
17.8763622,59.3664053
10.4232348,63.4388688
-75.281155,8.853929
47.6541468,39.7291573
119.239406,26.05547
-44.7235076,-23.2218772
120.692025,28.153607
-99.3090985,19.5615596
138.7920847,36.7904088
122.6533918,11.0990419
-66.1415263,-2.4681009
23.083666,52.2060223
49.127197,14.5404328
120.0278872,15.2113128
14.2626645,48.8117849
100.681544,13.7785321
110.770017,30.745232
14.7029932,49.8529322
101.1843887,6.8117856
-75.282299,6.724917
45.9896078,35.1654999
120.988562,15.7924989
-73.7007088,10.072035
111.902604,21.912701
24.0317249,56.907241
107.982597,-6.313084
-6.4008792,53.9215606
-82.3723105,29.6793128
17.9701456,59.3606836
140.2790754,38.3613687
-89.2918473,13.5860809
37.9666901,48.0459557
121.7458676,31.0507836
32.4202638,53.8580495
124.7568082,8.5131518
80.2153998,6.0481918
27.8561492,36.2268985
120.562211,27.483293
106.1621053,20.4388225
22.6668104,38.4298138
11.5077573,3.5144204
12.5516206,55.6753006
19.494331,42.1589754
55.9861219,55.0385549
121.507191,29.756501
13.416501,-12.5905158
115.2711,-6.8602
2.0887457,49.4263976
15.0061548,59.870238
108.2970692,-6.3398714
128.939819,48.726098
-75.0634,-14.65067
20.4710429,45.7211508
28.2477778,31.0147222
40.1674073,45.3663041
61.7492324,54.0473494
118.71899,24.880992
115.188916,-8.4095178
120.644135,18.158235
113.393516,31.325748
18.3991666,53.8514527
-43.369805,-22.790968
126.582834,43.87437
27.8750976,-28.8999222
113.1964636,23.0664459
116.0761121,5.9840985
113.6216667,22.7694444
111.06586,29.082103
-72.13239,46.20006
-48.7780959,-22.1943942
6.0280525,49.4604602
-0.193961,51.3614279
26.9786398,42.71068
18.5257165,49.7830508
122.323867,29.97176
134.3028193,34.5465928
40.702579,43.089588
2.5479245,49.0096906
98.296657,24.804232
-49.0586951,-22.314459
103.1369108,5.329576
16.2304569,51.31653
20.2827,53.58244
51.1611537,30.3619359
47.93306,29.295
113.7989815,-2.0978271
126.637515,45.597839
18.0551861,59.330173
16.7522057,52.8551656
107.6185727,-6.8172727
-84.2831162,30.4124334
50.7936301,30.3659761
121.1075051,14.2508238
113.521804,28.445307
-88.826313,15.475069
110.4381254,-7.0051453
-8.64789,41.1276055
-46.8877455,-21.5957703
106.8473377,-6.2523005
127.49056,37.48972
-51.7601166,-24.7592533
47.3657603,10.6149654
108.2158,-7.3441
113.798718,34.497578
12.8516728,49.6935113
124.2876362,8.4286368
24.45,54.8
128.1744945,41.387384
15.6903444,51.8433045
-114.03528,51.43341
116.658183,40.359722
120.167774,29.693316
21.2277415,41.0417485
125.5593311,9.1374129
110.374855,-7.7823871
124.18056,7.01806
112.5476209,-8.2304786
117.017536,25.075123
-76.2421185,20.3005979
30.1454694,-22.8824635
-46.3204265,-23.3969682
116.4041472,39.9666494
2.4921227,48.7720518
107.1032236,-6.3145542
100.5151327,13.7171256
-50.1513429,-13.2664976
31.8875679,26.3418755
16.6293361,49.0920346
104.745823,31.778022
122.685217,40.882377
104.38784,31.121606
104.874073,29.272581
111.9969626,-8.035636
105.186237,25.435183
-8.8615521,39.6472855
121.6889505,13.9734064
21.2944883,45.1181926
113.831703,-8.0401628
121.0049116,14.5500435
102.194089,38.521085
121.038129,28.220406
-76.2609463,-6.5801079
-8.0603988,39.7887592
-37.7688612,-4.5612094
-7.2005033,41.1112427
-73.9590333,9.9298167
106.513904,29.507848
127.563316,51.1931661
34.613683,48.523117
10.6365483,5.5028937
-77.3882908,44.1875931
-97.6738023,20.9064323
17.8651957,59.2691081
-46.3092185,-19.0012649
37.0051383,35.5916647
88.3929616,24.4314126
18.2509127,59.2264863
86.325054,44.533814
17.8043161,59.4487214
117.329949,38.371402
12.898467,57.7516519
127.287077,47.185098
106.309127,33.917649
99.850365,26.312444
-25.0925624,17.2004826
97.008784,32.993106
-76.4302771,20.3650844
10.3680364,11.4493585
